,dataset,model,accuracy,target_dataset,model_name,dataset_name,task_type,metric,batch_size,dataset_path,runtime,score
41,rotten_tomatoes,anirudh21/bert-base-uncased-finetuned-qnli,0.8687782805429864,rotten_tomatoes,anirudh21/bert-base-uncased-finetuned-qnli,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.199412822723389,0.6217559745850892
43,rotten_tomatoes,Alireza1044/albert-base-v2-qnli,0.8597285067873301,rotten_tomatoes,Alireza1044/albert-base-v2-qnli,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,11.21239709854126,0.6573673328018489
49,rotten_tomatoes,connectivity/feather_berts_28,0.8619909502262442,rotten_tomatoes,connectivity/feather_berts_28,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.042222499847412,0.7568462254084776
54,rotten_tomatoes,markt23917/finetuning-sentiment-model-3000-samples,0.843891402714932,rotten_tomatoes,markt23917/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.016510248184204,0.9486607743677667
55,rotten_tomatoes,Jeevesh8/feather_berts_96,0.9140271493212669,rotten_tomatoes,Jeevesh8/feather_berts_96,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.244260311126707,0.751424871814745
56,rotten_tomatoes,Jeevesh8/6ep_bert_ft_cola-12,0.8778280542986426,rotten_tomatoes,Jeevesh8/6ep_bert_ft_cola-12,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,16.039804458618164,0.5249805174690776
57,rotten_tomatoes,18811449050/bert_finetuning_test,0.8778280542986426,rotten_tomatoes,18811449050/bert_finetuning_test,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,16.086787462234497,0.5052236590093905
63,rotten_tomatoes,connectivity/cola_6ep_ft-10,0.8846153846153846,rotten_tomatoes,connectivity/cola_6ep_ft-10,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.873674154281616,0.5158979599636884
65,rotten_tomatoes,Jeevesh8/lecun_feather_berts-3,0.8800904977375564,rotten_tomatoes,Jeevesh8/lecun_feather_berts-3,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.70618462562561,0.7154758506417309
70,rotten_tomatoes,Jeevesh8/lecun_feather_berts-51,0.9117647058823529,rotten_tomatoes,Jeevesh8/lecun_feather_berts-51,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.002185583114624,0.6740997192217424
74,rotten_tomatoes,bert-base-uncased,0.8868778280542987,rotten_tomatoes,bert-base-uncased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.900196552276611,0.6163673931064862
75,rotten_tomatoes,vinai/bertweet-covid19-base-cased,0.8981900452488686,rotten_tomatoes,vinai/bertweet-covid19-base-cased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.559287309646606,0.7192464453488808
77,rotten_tomatoes,albert-base-v2,0.8891402714932125,rotten_tomatoes,albert-base-v2,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.887987852096558,0.8122041134647775
79,rotten_tomatoes,vinai/bertweet-base,0.9185520361990949,rotten_tomatoes,vinai/bertweet-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.296528816223145,0.7185733431449797
81,rotten_tomatoes,cardiffnlp/twitter-roberta-base-2021-124m,0.9321266968325792,rotten_tomatoes,cardiffnlp/twitter-roberta-base-2021-124m,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.638532876968384,0.6487735937785918
83,rotten_tomatoes,juliensimon/autonlp-imdb-demo-hf-16622767,0.8122171945701355,rotten_tomatoes,juliensimon/autonlp-imdb-demo-hf-16622767,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,6.111879587173462,1.3766166225408492
85,rotten_tomatoes,roberta-base,0.9343891402714932,rotten_tomatoes,roberta-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.11254620552063,0.6511446602794768
86,rotten_tomatoes,Jeevesh8/lecun_feather_berts-8,0.8778280542986426,rotten_tomatoes,Jeevesh8/lecun_feather_berts-8,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.05836534500122,0.6970002158928589
87,rotten_tomatoes,Jeevesh8/lecun_feather_berts-7,0.8778280542986426,rotten_tomatoes,Jeevesh8/lecun_feather_berts-7,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.013744592666626,0.7248738476942937
89,rotten_tomatoes,Jeevesh8/bert_ft_cola-60,0.8619909502262442,rotten_tomatoes,Jeevesh8/bert_ft_cola-60,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.906466960906982,0.5390516691359846
92,rotten_tomatoes,Alassea/glue_sst_classifier,0.8936651583710407,rotten_tomatoes,Alassea/glue_sst_classifier,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.564343452453612,1.7650229343349875
98,rotten_tomatoes,XSY/albert-base-v2-imdb-calssification,0.8710407239819004,rotten_tomatoes,XSY/albert-base-v2-imdb-calssification,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.768842697143556,1.368973730044583
106,rotten_tomatoes,ishan/bert-base-uncased-mnli,0.8642533936651583,rotten_tomatoes,ishan/bert-base-uncased-mnli,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.42300534248352,0.7179179331746944
107,rotten_tomatoes,fabriceyhc/bert-base-uncased-imdb,0.8552036199095022,rotten_tomatoes,fabriceyhc/bert-base-uncased-imdb,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.269836187362673,1.2679492811753124
109,rotten_tomatoes,vinai/bertweet-covid19-base-uncased,0.9389140271493212,rotten_tomatoes,vinai/bertweet-covid19-base-uncased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.38447093963623,0.7496357594562704
113,rotten_tomatoes,boychaboy/MNLI_roberta-base,0.9638009049773754,rotten_tomatoes,boychaboy/MNLI_roberta-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,15.9568293094635,1.2342438906200437
115,rotten_tomatoes,joebobby/finetuning-sentiment-model-5000-samples3,0.8733031674208144,rotten_tomatoes,joebobby/finetuning-sentiment-model-5000-samples3,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,9.104374647140505,0.9998664451327358
116,rotten_tomatoes,Jeevesh8/feather_berts_92,0.8665158371040724,rotten_tomatoes,Jeevesh8/feather_berts_92,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.839259386062622,0.7046877803363698
118,rotten_tomatoes,anvay/finetuning-cardiffnlp-sentiment-model,0.9547511312217193,rotten_tomatoes,anvay/finetuning-cardiffnlp-sentiment-model,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.986902236938477,1.8833874682268186
135,rotten_tomatoes,bert-large-uncased,0.0,rotten_tomatoes,bert-large-uncased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,26.461329460144043,1.096472619113173
136,rotten_tomatoes,roberta-large,1.0,rotten_tomatoes,roberta-large,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,25.44533753395081,1.1060277647337873
138,rotten_tomatoes,moshew/bert-mini-sst2-distilled,0.9004524886877827,rotten_tomatoes,moshew/bert-mini-sst2-distilled,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,2.8497416973114014,2.2980268698880795
141,rotten_tomatoes,ncduy/roberta-imdb-sentiment-analysis,0.9524886877828055,rotten_tomatoes,ncduy/roberta-imdb-sentiment-analysis,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.0234375,1.7307516360928386
144,rotten_tomatoes,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,0.8868778280542987,rotten_tomatoes,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,8.671476364135742,0.5520127970059776
0,ag_news,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,0.9885682158920539,ag_news,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,99.87973976135254,0.8829487853780069
3,ag_news,heranm/finetuning-sentiment-model-3000-samples,0.9896926536731634,ag_news,heranm/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,95.5393214225769,0.7429182027897215
6,ag_news,riyadhctg/distilbert-base-uncased-finetuned-cola,0.9889430284857572,ag_news,riyadhctg/distilbert-base-uncased-finetuned-cola,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,115.68205976486206,0.6178628458459223
7,ag_news,dapang/distilroberta-base-mic-sym,0.9923163418290853,ag_news,dapang/distilroberta-base-mic-sym,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,95.29873728752136,0.6119225789113614
8,ag_news,nurkayevaa/autonlp-bert-covid-407910458,0.9900674662668665,ag_news,nurkayevaa/autonlp-bert-covid-407910458,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,95.53418254852296,0.8581692028748058
9,ag_news,SetFit/distilbert-base-uncased__sst2__train-16-0,0.9883808095952024,ag_news,SetFit/distilbert-base-uncased__sst2__train-16-0,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,144.55989408493042,0.9971306406934067
11,ag_news,PrasunMishra/finetuning-sentiment-model-3000-samples,0.9895052473763118,ag_news,PrasunMishra/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,115.39593052864076,0.7099957824690714
12,ag_news,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,0.9870689655172412,ag_news,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,142.1262009143829,1.0717890814399826
14,ag_news,Capreolus/bert-base-msmarco,0.9889430284857572,ag_news,Capreolus/bert-base-msmarco,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,253.066721200943,0.5802130028420773
15,ag_news,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,0.9908170914542727,ag_news,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,235.7603771686554,0.5974045065195897
16,ag_news,yukta10/finetuning-sentiment-model-3000-samples,0.9917541229385307,ag_news,yukta10/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,135.77258777618408,0.7686937918665393
17,ag_news,cambridgeltl/guardian_news_distilbert-base-uncased,0.9859445277361318,ag_news,cambridgeltl/guardian_news_distilbert-base-uncased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,244.209835767746,1.1858526530953641
21,ag_news,ncduy/roberta-imdb-sentiment-analysis,1.0,ag_news,ncduy/roberta-imdb-sentiment-analysis,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,212.11912870407104,0.8665398287021024
24,ag_news,amyma21/sincere_question_classification,0.9880059970014992,ag_news,amyma21/sincere_question_classification,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,134.28237962722778,0.9118875434159016
32,ag_news,pietrotrope/emotion_final,0.9874437781109445,ag_news,pietrotrope/emotion_final,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,115.00465297698976,0.6078217060929979
33,ag_news,SetFit/distilbert-base-uncased__sst2__train-32-9,0.9885682158920539,ag_news,SetFit/distilbert-base-uncased__sst2__train-32-9,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,139.7658131122589,0.8907748965346776
34,ag_news,usami/distilbert-base-uncased-finetuned-cola,0.9874437781109445,ag_news,usami/distilbert-base-uncased-finetuned-cola,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,139.7812261581421,0.6571826732438586
39,ag_news,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,0.9891304347826086,ag_news,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,274.77029299736023,0.6073437304736057
40,ag_news,markt23917/finetuning-sentiment-model-3000-samples,0.9885682158920539,ag_news,markt23917/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,115.1891508102417,0.7860585109895952
41,ag_news,Jeevesh8/bert_ft_qqp-9,0.9846326836581708,ag_news,Jeevesh8/bert_ft_qqp-9,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,269.22264766693115,0.5183732039763308
43,ag_news,aXhyra/demo_sentiment_31415,0.9925037481259371,ag_news,aXhyra/demo_sentiment_31415,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,134.4953408241272,0.6941738663861471
45,ag_news,aXhyra/presentation_sentiment_1234567,0.9895052473763118,ag_news,aXhyra/presentation_sentiment_1234567,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,115.77898168563844,0.6335678860895114
46,ag_news,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,0.9900674662668665,ag_news,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,141.73086833953855,0.9622559852839363
48,ag_news,aXhyra/emotion_trained_31415,0.9870689655172412,ag_news,aXhyra/emotion_trained_31415,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,134.34640049934387,0.5460849072691218
50,ag_news,aXhyra/presentation_emotion_31415,0.9887556221889057,ag_news,aXhyra/presentation_emotion_31415,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,135.97724795341492,0.5116737113284767
56,ag_news,distilbert-base-uncased,0.9853823088455773,ag_news,distilbert-base-uncased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,114.02928042411804,1.0251878460878892
63,ag_news,Alassea/glue_sst_classifier,0.9898800599700148,ag_news,Alassea/glue_sst_classifier,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,218.7869668006897,0.7265848369945622
64,ag_news,connectivity/cola_6ep_ft-22,0.9895052473763118,ag_news,connectivity/cola_6ep_ft-22,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,222.4608609676361,0.7958910356400563
67,ag_news,connectivity/cola_6ep_ft-33,0.9880059970014992,ag_news,connectivity/cola_6ep_ft-33,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,253.22983360290527,0.82194990282396
71,ag_news,Jeevesh8/bert_ft_qqp-88,0.9874437781109445,ag_news,Jeevesh8/bert_ft_qqp-88,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,226.13889956474304,0.503051599657066
74,ag_news,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,0.9917541229385307,ag_news,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,215.4204545021057,0.9700613341477572
75,ag_news,connectivity/cola_6ep_ft-10,0.986694152923538,ag_news,connectivity/cola_6ep_ft-10,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,273.0599818229676,0.7966507269530879
77,ag_news,connectivity/bert_ft_qqp-25,0.9878185907046477,ag_news,connectivity/bert_ft_qqp-25,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,219.9471981525421,0.5340932641038995
80,ag_news,Jeevesh8/6ep_bert_ft_cola-29,0.9883808095952024,ag_news,Jeevesh8/6ep_bert_ft_cola-29,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,221.1743047237396,0.6879150419461219
82,ag_news,vinai/bertweet-base,0.9910044977511242,ag_news,vinai/bertweet-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,200.7453436851501,0.9647816153291957
84,ag_news,anirudh21/bert-base-uncased-finetuned-qnli,0.9953148425787105,ag_news,anirudh21/bert-base-uncased-finetuned-qnli,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,215.71656584739685,0.7783330667227482
85,ag_news,Jeevesh8/6ep_bert_ft_cola-47,0.9895052473763118,ag_news,Jeevesh8/6ep_bert_ft_cola-47,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,216.42587161064148,0.5858132718449516
91,ag_news,Jeevesh8/6ep_bert_ft_cola-12,0.9870689655172412,ag_news,Jeevesh8/6ep_bert_ft_cola-12,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,216.26557850837708,0.7219947749597859
95,ag_news,cardiffnlp/twitter-roberta-base-2021-124m,0.9947526236881556,ag_news,cardiffnlp/twitter-roberta-base-2021-124m,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,211.98663139343265,0.5151047339232151
96,ag_news,roberta-base,0.9971889055472264,ag_news,roberta-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,210.92339634895325,1.0532321615944793
97,ag_news,bert-base-cased,0.9898800599700148,ag_news,bert-base-cased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,245.93314671516416,0.8282580907252738
99,ag_news,michiyasunaga/LinkBERT-base,0.9865067466266865,ag_news,michiyasunaga/LinkBERT-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,276.1922376155853,0.8752401874267577
100,ag_news,connectivity/bert_ft_qqp-1,0.9855697151424289,ag_news,connectivity/bert_ft_qqp-1,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,217.19657397270203,0.5626490098831372
101,ag_news,Jeevesh8/bert_ft_qqp-39,0.9895052473763118,ag_news,Jeevesh8/bert_ft_qqp-39,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,268.5784311294556,0.5412228549590687
102,ag_news,albert-base-v2,0.9915667166416788,ag_news,albert-base-v2,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,263.24007081985474,0.5517788750170128
103,ag_news,Jeevesh8/bert_ft_cola-60,0.9851949025487255,ag_news,Jeevesh8/bert_ft_cola-60,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,251.9079003334045,0.6009737277839553
107,ag_news,navsad/navid_test_bert,0.9876311844077958,ag_news,navsad/navid_test_bert,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,279.3781309127808,0.5039977692866705
112,ag_news,connectivity/bert_ft_qqp-96,0.9881934032983507,ag_news,connectivity/bert_ft_qqp-96,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,225.4625465869904,0.5585909753137402
113,ag_news,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,0.9881934032983507,ag_news,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,215.0644187927246,0.5526060657491233
115,ag_news,bert-base-uncased,0.990629685157421,ag_news,bert-base-uncased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,251.04695081710813,0.9331853767346184
116,ag_news,Jeevesh8/bert_ft_cola-88,0.9842578710644677,ag_news,Jeevesh8/bert_ft_cola-88,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,216.1649022102356,0.6798497117632551
120,ag_news,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,0.9962518740629686,ag_news,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,219.1601858139038,0.845215509280847
129,ag_news,gchhablani/bert-base-cased-finetuned-wnli,0.9913793103448275,ag_news,gchhablani/bert-base-cased-finetuned-wnli,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,235.93971228599548,0.7780590955190655
138,ag_news,joebobby/finetuning-sentiment-model-5000-samples3,0.9872563718140926,ag_news,joebobby/finetuning-sentiment-model-5000-samples3,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,216.1608390808105,0.7590803251247463
140,ag_news,saattrupdan/job-listing-relevance-model,0.9958770614692655,ag_news,saattrupdan/job-listing-relevance-model,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,230.6669328212738,0.6494673231527415
141,ag_news,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,0.992128935532234,ag_news,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,258.6862635612488,0.6353845241547281
142,ag_news,gchhablani/bert-base-cased-finetuned-rte,0.9904422788605696,ag_news,gchhablani/bert-base-cased-finetuned-rte,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,236.11267375946045,0.6803552148964753
